ticker,sector,ind,country,atr,ipo,index
"RY","Financial","Money Center Banks","Canada","1.07","1995-10-16","0"
"IVOL","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"MDSO","Technology","Healthcare Information Services","USA","0.20","2009-06-25","0"
"MOFG","Financial","Regional - Southwest  Banks","USA","1.02","2008-01-29","0"
"FFWM","Financial","Regional - Midwest Banks","USA","0.38","2014-11-03","0"
"LGC","Conglomerates","Conglomerates","USA","0.02",NULL,"0"
"TDTF","Financial","Exchange Traded Fund","USA","0.09","2011-09-22","0"
"CMF","Financial","Exchange Traded Fund","USA","0.16","2007-10-11","0"
"FNG","Financial","Exchange Traded Fund","USA","0.27",NULL,"0"
"FSMB",,,,NULL,NULL,"0"
"ALAC","Conglomerates","Conglomerates","Hong Kong","0.03",NULL,"0"
"TIBR","Conglomerates","Conglomerates","USA","0.06",NULL,"0"
"IFN","Financial","Asset Management","USA","0.24","1994-02-15","0"
"STNL","Conglomerates","Conglomerates","USA","0.02",NULL,"0"
"LDSF","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"PFN","Financial","Closed-End Fund - Debt","USA","0.11","2004-10-27","0"
"RBC","Industrial Goods","Diversified Machinery","USA","1.92","1983-12-01","0"
"SPTI",,,,NULL,NULL,"0"
"PNRG","Basic Materials","Independent Oil & Gas","USA","2.94","1995-08-18","0"
"IBMK","Financial","Exchange Traded Fund","USA","0.04",NULL,"0"
"IJT","Financial","Exchange Traded Fund","USA","2.89","2000-07-28","0"
"UTX","Industrial Goods","Aerospace/Defense Products & Services","USA","2.53","1970-01-02","2"
"KCE","Financial","Exchange Traded Fund","USA","0.74","2005-11-15","0"
"IMFC",,,,NULL,NULL,"0"
"IMFP",,,,NULL,NULL,"0"
"FUTY","Financial","Exchange Traded Fund","USA","0.47","2013-10-24","0"
"FMHI","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"VMBS","Financial","Exchange Traded Fund","USA","0.11","2009-11-23","0"
"BSCP","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"WWD","Industrial Goods","Aerospace/Defense Products & Services","USA","2.56","1996-05-30","0"
"EUMV","Financial","Exchange Traded Fund","USA","0.17","2014-06-06","0"
"EASG",,,,NULL,NULL,"0"
"KMF","Financial","Closed-End Fund - Equity","USA","0.20","2010-11-24","0"
"KOL","Financial","Exchange Traded Fund","USA","0.17","2008-01-15","0"
"ESS","Financial","REIT - Residential","USA","4.95","1994-06-07","1"
"MAV","Financial","Closed-End Fund - Debt","USA","0.09","2003-10-23","0"
"SKIS","Services","Sporting Activities","USA","0.02","2014-11-21","0"
"JJM","Financial","Exchange Traded Fund","USA","0.43","2007-12-27","0"
"WILC","Consumer Goods","Food - Major Diversified","Israel","0.30","1997-05-20","0"
"FMB","Financial","Exchange Traded Fund","USA","0.15","2014-05-15","0"
"IBDD","Financial","Exchange Traded Fund","USA","0.07","2013-07-10","0"
"MWA","Industrial Goods","Industrial Equipment & Components","USA","0.27","2006-05-26","0"
"SFIG","Financial","Exchange Traded Fund","USA","0.06",NULL,"0"
"IEFN","Financial","Exchange Traded Fund","USA","0.30",NULL,"0"
"BKLN","Financial","Exchange Traded Fund","USA","0.06","2011-03-03","0"
"GLIF",,,,NULL,NULL,"0"
"ZCAN","Financial","Exchange Traded Fund","USA","0.39",NULL,"0"
"SCCO","Basic Materials","Copper","USA","0.96","1996-01-05","0"
"GDMA",,,,NULL,NULL,"0"
"EQC","Financial","REIT - Office","USA","0.44","1988-01-05","0"
"ROCK","Basic Materials","Steel & Iron","USA","1.17","1993-11-05","0"
"FMBH","Financial","Regional - Midwest Banks","USA","0.85","1999-03-16","0"
"GBCI","Financial","Regional - Pacific Banks","USA","0.90","1992-01-27","0"
"KTF","Financial","Closed-End Fund - Debt","USA","0.09","1989-06-30","0"
"SHYG","Financial","Exchange Traded Fund","USA","0.14","2013-10-17","0"
"TIP","Financial","Exchange Traded Fund","USA","0.57","2003-12-05","0"
"RNST","Financial","Money Center Banks","USA","0.95","1992-04-24","0"
"MBCN",,,,NULL,"2003-02-27","0"
"DCUE","Utilities","Diversified Utilities","USA","1.07",NULL,"0"
"SCHH","Financial","Exchange Traded Fund","USA","0.58","2011-01-13","0"
"FEM","Financial","Exchange Traded Fund","USA","0.30","2011-04-19","0"
"HRZN","Financial","Asset Management","USA","0.13","2010-10-29","0"
"ETY","Financial","Closed-End Fund - Equity","USA","0.13","2006-11-28","0"
"AWF","Financial","Exchange Traded Fund","USA","0.08","1993-07-29","0"
"EMIH","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"PPHI",,,,NULL,NULL,"0"
"MFV","Financial","Closed-End Fund - Debt","USA","0.12","1990-01-11","0"
"PH","Industrial Goods","Industrial Equipment & Components","USA","4.56","1985-07-01","1"
"NRGZ","Financial","Exchange Traded Fund","USA","1.72",NULL,"0"
"NHS","Financial","Asset Management","USA","0.10","2003-07-29","0"
"VALX","Financial","Exchange Traded Fund","USA","0.40","2014-12-11","0"
"VTWO","Financial","Exchange Traded Fund","USA","2.07","2010-09-22","0"
"LSCC","Technology","Semiconductor - Specialized","USA","1.03","1990-03-26","0"
"RNEM","Financial","Exchange Traded Fund","USA","0.47",NULL,"0"
"CTY",,,,NULL,"2013-05-24","0"
"ISDX","Financial","Exchange Traded Fund","USA","0.21",NULL,"0"
"VCF","Financial","Asset Management","USA","0.18","1995-08-18","0"
"LOUP","Financial","Exchange Traded Fund","USA","0.37",NULL,"0"
"HYS","Financial","Exchange Traded Fund","USA","0.35","2011-06-17","0"
"IEF","Financial","Exchange Traded Fund","USA","0.65","2002-07-30","0"
"EVV","Financial","Asset Management","USA","0.08","2003-06-11","0"
"VMO","Financial","Closed-End Fund - Debt","USA","0.09","1992-06-04","0"
"DFVS","Financial","Exchange Traded Fund","USA","0.67","2011-07-12","0"
"SMOG","Financial","Exchange Traded Fund","USA","0.88",NULL,"0"
"FLRT","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"RFCI","Financial","Exchange Traded Fund","USA","0.14",NULL,"0"
"MTNB","Healthcare","Biotechnology","USA","0.05",NULL,"0"
"GDOT","Financial","Credit Services","USA","1.86","2010-07-22","0"
"LSST","Financial","Exchange Traded Fund","USA","0.03",NULL,"0"
"HYLV","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"LDRI","Financial","Exchange Traded Fund","USA","0.07","2014-09-10","0"
"SAGG","Financial","Exchange Traded Fund","USA","0.11","2011-03-23","0"
"CAE","Industrial Goods","Aerospace/Defense Products & Services","Canada","0.63","1996-01-10","0"
"ERSX","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"JHMF","Financial","Exchange Traded Fund","USA","0.47",NULL,"0"
"NSSC","Services","Security & Protection Services","USA","1.61","1990-03-26","0"
"PMX","Financial","Closed-End Fund - Debt","USA","0.16","2002-10-29","0"
"WBII","Financial","Exchange Traded Fund","USA","0.13","2014-08-27","0"
"IQI","Financial","Closed-End Fund - Debt","USA","0.10","1994-10-27","0"
"GUDB",,,,NULL,NULL,"0"
"EAF","Industrial Goods","Diversified Machinery","USA","0.49",NULL,"0"
"DWIN","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"IEMV",,,,NULL,NULL,"0"
"AGT","Financial","Exchange Traded Fund","USA","0.64",NULL,"0"
"IBMJ","Financial","Exchange Traded Fund","USA","0.03",NULL,"0"
"LMHB","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"CBLK","Technology","Application Software","USA","0.56",NULL,"0"
"TIPX","Financial","Exchange Traded Fund","USA","0.06","2013-05-30","0"
"VPV","Financial","Closed-End Fund - Debt","USA","0.17","1994-10-27","0"
"IBDC","Financial","Exchange Traded Fund","USA","0.05","2013-07-10","0"
"SPHY",,,,NULL,NULL,"0"
"NUBD","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"FIXD","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"SATS","Technology","Communication Equipment","USA","1.01","2008-01-02","0"
"CCK","Consumer Goods","Packaging & Containers","USA","1.54","1984-12-18","0"
"KTH",,,,NULL,"2001-02-12","0"
"HYGH","Financial","Exchange Traded Fund","USA","0.39","2014-05-29","0"
"PGRE","Financial","Property Management","USA","0.21","2014-11-19","0"
"GLAC","Conglomerates","Conglomerates","China","0.03",NULL,"0"
"SJNK","Financial","Exchange Traded Fund","USA","0.08","2012-04-09","0"
"NNC","Financial","Diversified Investments","USA","0.08","1994-10-27","0"
"MRCY","Technology","Computer Peripherals","USA","2.68","1998-01-30","0"
"IBMN","Financial","Exchange Traded Fund","USA","0.07",NULL,"0"
"WSM","Services","Home Furnishing Stores","USA","2.14","1990-03-26","0"
"MHN","Financial","Closed-End Fund - Debt","USA","0.09","1997-09-22","0"
"BTZ","Financial","Closed-End Fund - Debt","USA","0.11","2006-12-22","0"
"NMFC","Financial","Asset Management","USA","0.18","2011-05-20","0"
"DALT",,,,NULL,NULL,"0"
"QLTA","Financial","Exchange Traded Fund","USA","0.27","2012-02-16","0"
"GF","Financial","Closed-End Fund - Foreign","Germany","0.17","1990-01-25","0"
"SCHR","Financial","Exchange Traded Fund","USA","0.21","2010-08-05","0"
"BSCR","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"IBCD","Financial","Exchange Traded Fund","USA","0.04","2013-04-19","0"
"IBHE","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"ESBK","Financial","Regional - Northeast Banks","USA","0.53","1993-03-04","0"
"BND","Financial","Exchange Traded Fund","USA","0.33","2007-04-10","0"
"IBHA","Financial","Exchange Traded Fund","USA","0.07",NULL,"0"
"ILPT","Financial","Exchange Traded Fund","USA","0.39",NULL,"0"
"SDEM","Financial","Exchange Traded Fund","USA","0.14",NULL,"0"
"FMN","Financial","Closed-End Fund - Debt","USA","0.09","2002-12-20","0"
"VIOO","Financial","Exchange Traded Fund","USA","2.39","2010-09-09","0"
"NAD","Financial","Diversified Investments","USA","0.09","1999-05-26","0"
"MCA","Financial","Closed-End Fund - Debt","USA","0.12","1994-10-27","0"
"EWC","Financial","Exchange Traded Fund","USA","0.28","1996-04-01","0"
"CHEP","Financial","Exchange Traded Fund","USA","0.23","2011-09-13","0"
"RYF","Financial","Exchange Traded Fund","USA","0.64","2006-11-07","0"
"EWD","Financial","Exchange Traded Fund","USA","0.38","1996-04-01","0"
"HYMB","Financial","Exchange Traded Fund","USA","0.23","2011-04-14","0"
"ARDC","Financial","Asset Management","USA","0.11","2012-11-28","0"
"STSA",,,,NULL,"0000-00-00","0"
"HQL","Financial","Closed-End Fund - Equity","USA","0.24","1992-05-04","0"
"RISE","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"AMRN","Healthcare","Biotechnology","Ireland","0.85","1993-04-05","0"
"EFF","Financial","Asset Management","USA","0.13","2013-06-26","0"
"VGSH","Financial","Exchange Traded Fund","USA","0.08","2009-11-23","0"
"IVR","Financial","REIT - Diversified","USA","0.24","2009-07-01","0"
"NEWR","Technology","Business Software & Services","USA","2.76","2014-12-12","0"
"IJR","Financial","Exchange Traded Fund","USA","1.37","2000-05-26","0"
"SMLV","Financial","Exchange Traded Fund","USA","1.23","2013-02-21","0"
"IEI","Financial","Exchange Traded Fund","USA","0.42","2007-01-11","0"
"DPG","Financial","Closed-End Fund - Equity","USA","0.25","2011-08-01","0"
"AEE","Utilities","Electric Utilities","USA","1.38","1998-01-02","1"
"OTIV","Consumer Goods","Business Equipment","Israel","0.04","2002-11-12","0"
"PID","Financial","Exchange Traded Fund","USA","0.15","2005-09-15","0"
"HYLS","Financial","Exchange Traded Fund","USA","0.12","2013-02-27","0"
"JETS","Financial","Exchange Traded Fund","USA","0.49",NULL,"0"
"BSV","Financial","Exchange Traded Fund","USA","0.14","2007-04-10","0"
"XLU","Financial","Exchange Traded Fund","USA","0.77","1998-12-22","0"
"D","Utilities","Electric Utilities","USA","1.20","1984-10-03","1"
"BCC","Industrial Goods","Lumber, Wood Production","USA","0.99","2013-02-06","0"
"FLAT","Financial","Exchange Traded Fund","USA","0.12","2010-08-10","0"
"WINC","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"NVEC","Technology","Semiconductor - Specialized","USA","2.50","1996-09-11","0"
"VNLA","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"USI",,,,NULL,NULL,"0"
"ITM","Financial","Exchange Traded Fund","USA","0.15","2007-12-06","0"
"SHAG","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"ISTB","Financial","Exchange Traded Fund","USA","0.09","2012-10-24","0"
"USTB","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"IBMI","Financial","Exchange Traded Fund","USA","0.03","2014-08-14","0"
"HYXE","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"IBMP",,,,NULL,NULL,"0"
"UITB","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"IUSB","Financial","Exchange Traded Fund","USA","0.17","2014-06-12","0"
"NRGX",,,,NULL,NULL,"0"
"FVCB",,,,NULL,NULL,"0"
"PSCU","Financial","Exchange Traded Fund","USA","0.56","2010-04-07","0"
"KIE","Financial","Exchange Traded Fund","USA","0.45","2005-11-15","0"
"SBUX","Services","Specialty Eateries","USA","1.96","1992-06-26","1"
"IFIX","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"IGN","Financial","Exchange Traded Fund","USA","0.92","2001-08-27","0"
"VTEB","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"IGSB","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"NX","Industrial Goods","General Building Materials","USA","0.59","1987-12-30","0"
"JNK","Financial","Exchange Traded Fund","USA","0.43","2007-12-04","0"
"BDCS","Financial","Exchange Traded Fund","USA","0.18","2011-04-28","0"
"PFFR","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"IDEV","Financial","Exchange Traded Fund","USA","0.49",NULL,"0"
"PWZ","Financial","Exchange Traded Fund","USA","0.11","2007-10-18","0"
"ACIO","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"GVI","Financial","Exchange Traded Fund","USA","0.31","2007-01-11","0"
"VIVO","Healthcare","Diagnostic Substances","USA","0.32","1992-02-26","0"
"ZYXI","Healthcare","Medical Appliances & Equipment","USA","0.65",NULL,"0"
"TAP","Consumer Goods","Beverages - Brewers","USA","1.07","1984-09-07","1"
"RGEN","Healthcare","Biotechnology","USA","3.63","1990-03-26","0"
"AON","Financial","Insurance Brokers","United Kingdom","3.70","1984-09-07","1"
"FUN","Services","General Entertainment","USA","1.28","1987-04-23","0"
"FAF","Financial","Property & Casualty Insurance","USA","1.08","2010-05-28","0"
"YLD","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"MEAR","Financial","Exchange Traded Fund","USA","0.07",NULL,"0"
"FLEE","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"LDUR","Financial","Exchange Traded Fund","USA","0.15","2014-01-23","0"
"FIBK","Financial","Regional - Pacific Banks","USA","0.89","2010-03-24","0"
"AWTM",,,,NULL,NULL,"0"
"CCOR","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"DFVL","Financial","Exchange Traded Fund","USA","1.10","2011-07-12","0"
"IBMQ","Financial","Exchange Traded Fund","USA","0.06",NULL,"0"
"LEG","Consumer Goods","Home Furnishings & Fixtures","USA","1.07","1987-11-05","1"
"VPU","Financial","Exchange Traded Fund","USA","1.59","2004-01-30","0"
"DIAL","Financial","Exchange Traded Fund","USA","0.08","1984-04-24","0"
"XHR","Financial","REIT - Hotel/Motel","USA","0.50",NULL,"0"
"SHY","Financial","Exchange Traded Fund","USA","0.11","2002-07-30","0"
"SUB","Financial","Exchange Traded Fund","USA","0.12","2008-11-19","0"
"HYD","Financial","Exchange Traded Fund","USA","0.32","2009-02-05","0"
"WTBA","Financial","Regional - Southwest  Banks","USA","0.62","1999-05-03","0"
"REXR","Financial","REIT - Industrial","USA","0.74","2013-07-19","0"
"HAUD","Financial","Exchange Traded Fund","USA","0.17",NULL,"0"
"VGIT","Financial","Exchange Traded Fund","USA","0.25","2009-11-23","0"
"NPK","Industrial Goods","Aerospace/Defense Products & Services","USA","2.67","1987-12-30","0"
"JJN","Financial","Exchange Traded Fund","USA","1.29","2007-10-25","0"
"SLY","Financial","Exchange Traded Fund","USA","1.08","2005-11-15","0"
"HIW","Financial","REIT - Office","USA","0.79","1994-06-08","0"
"YGRN",,,,NULL,NULL,"0"
"IHYV",,,,NULL,NULL,"0"
"ECHO","Services","Trucking","USA","0.73","2009-10-02","0"
"ADNT","Consumer Goods","Auto Parts","Ireland","1.61",NULL,"0"
"LAND","Financial","REIT - Diversified","USA","0.18","2013-01-29","0"
"FINU","Financial","Exchange Traded Fund","USA","3.27","2012-07-16","0"
"RE","Financial","Property & Casualty Insurance","Bermuda","5.27","1995-10-03","0"
"IBD","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"JPGB","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"KSS","Services","Department Stores","USA","2.04","1992-05-19","1"
"HYGV","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"FLTR","Financial","Exchange Traded Fund","USA","0.03","2011-04-26","0"
"JMPB",,,,NULL,"2013-02-07","0"
"SCHO","Financial","Exchange Traded Fund","USA","0.07","2010-08-05","0"
"IBDL","Financial","Exchange Traded Fund","USA","0.03","2014-12-05","0"
"SUSB","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"VRP","Financial","Exchange Traded Fund","USA","0.10","2014-05-01","0"
"IMFD",,,,NULL,NULL,"0"
"GHYG","Financial","Exchange Traded Fund","USA","0.19","2012-04-09","0"
"SDAG",,,,NULL,NULL,"0"
"IBMM","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"SKOR","Financial","Exchange Traded Fund","USA","0.15","2014-11-17","0"
"PICB","Financial","Exchange Traded Fund","USA","0.14","2010-06-03","0"
"BRC","Technology","Security Software & Services","USA","1.43","1984-09-07","0"
"PZA","Financial","Exchange Traded Fund","USA","0.09","2007-10-18","0"
"BSRR","Financial","Regional - Pacific Banks","USA","0.75","1996-05-30","0"
"CEW","Financial","Exchange Traded Fund","USA","0.07","2009-06-02","0"
"PTLA","Healthcare","Biotechnology","USA","1.26","2013-05-22","0"
"MBB","Financial","Exchange Traded Fund","USA","0.22","2007-03-16","0"
"IBHD","Financial","Exchange Traded Fund","USA","0.07",NULL,"0"
"SUPN","Healthcare","Drugs - Generic","USA","1.14","2012-05-01","0"
"USRT","Financial","Exchange Traded Fund","USA","0.65",NULL,"0"
"NCI","Services","Management Services","USA","0.07","1996-10-04","0"
"PD","Technology","Application Software","USA","2.49",NULL,"0"
"FLTB","Financial","Exchange Traded Fund","USA","0.08","2014-10-09","0"
"CJNK","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"JPST","Financial","Exchange Traded Fund","USA","0.03",NULL,"0"
"SPTS","Financial","Exchange Traded Fund","USA","0.04",NULL,"0"
"FXCH","Financial","Exchange Traded Fund","USA","0.23","2011-10-04","0"
"FLRN","Financial","Exchange Traded Fund","USA","0.03","2011-12-01","0"
"SPSB","Financial","Exchange Traded Fund","USA","0.04",NULL,"0"
"CIZ","Financial","Exchange Traded Fund","USA","0.25","2014-10-01","0"
"ESGR","Financial","Property & Casualty Insurance","Bermuda","3.92","1997-05-09","0"
"EQIX","Technology","Internet Software & Services","USA","10.56","2000-08-11","1"
"CASY","Services","Grocery Stores","USA","3.94","1983-10-20","0"
"FLMB","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"NSA","Financial","REIT - Industrial","USA","0.69",NULL,"0"
"GSST","Financial","Exchange Traded Fund","USA","0.02",NULL,"0"
"AMNB","Financial","Regional - Mid-Atlantic Banks","USA","1.03","1999-04-13","0"
"FLCO","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"BLL","Consumer Goods","Packaging & Containers","USA","1.88","1984-09-07","1"
